date,value,series_id,country,source,frequency,release_date,ingested_at
1889-04-01,16.05,shiller_pe_proxy,us,multpl,monthly,1889-04-01,2026-03-23 03:32:54.406941+00:00
1889-05-01,16.92,shiller_pe_proxy,us,multpl,monthly,1889-05-01,2026-03-23 03:32:54.406941+00:00
1889-06-01,17.22,shiller_pe_proxy,us,multpl,monthly,1889-06-01,2026-03-23 03:32:54.406941+00:00
1889-07-01,16.89,shiller_pe_proxy,us,multpl,monthly,1889-07-01,2026-03-23 03:32:54.406941+00:00
1889-08-01,17.14,shiller_pe_proxy,us,multpl,monthly,1889-08-01,2026-03-23 03:32:54.406941+00:00
1889-09-01,17.34,shiller_pe_proxy,us,multpl,monthly,1889-09-01,2026-03-23 03:32:54.406941+00:00
1889-10-01,17.05,shiller_pe_proxy,us,multpl,monthly,1889-10-01,2026-03-23 03:32:54.406941+00:00
1889-11-01,16.9,shiller_pe_proxy,us,multpl,monthly,1889-11-01,2026-03-23 03:32:54.406941+00:00
1889-12-01,16.61,shiller_pe_proxy,us,multpl,monthly,1889-12-01,2026-03-23 03:32:54.406941+00:00
1890-01-01,17.22,shiller_pe_proxy,us,multpl,monthly,1890-01-01,2026-03-23 03:32:54.406941+00:00
1890-02-01,17.03,shiller_pe_proxy,us,multpl,monthly,1890-02-01,2026-03-23 03:32:54.406941+00:00
1890-03-01,16.9,shiller_pe_proxy,us,multpl,monthly,1890-03-01,2026-03-23 03:32:54.406941+00:00
1890-04-01,17.26,shiller_pe_proxy,us,multpl,monthly,1890-04-01,2026-03-23 03:32:54.406941+00:00
1890-05-01,17.78,shiller_pe_proxy,us,multpl,monthly,1890-05-01,2026-03-23 03:32:54.406941+00:00
1890-06-01,17.68,shiller_pe_proxy,us,multpl,monthly,1890-06-01,2026-03-23 03:32:54.406941+00:00
